Mutation,TP,FP,FN,TN
21:24884517-24884517,0,3,10,25
18:28644490-28644490,0,3,10,25
12:69541970-69541970,0,3,10,25
2:100155074-100155074,0,3,10,25
5:165105416-165105416,0,3,10,25
10:38477530-38477530,0,4,10,24
15:27675731-27675731,0,3,10,25
7:48436621-48436621,0,3,10,25
21:22482285-22482285,0,3,10,25
8:138596957-138596957,0,4,10,24
17:20433062-20433062,2,2,8,26
1:108762011-108762011,0,4,10,24
19:31999217-31999217,0,3,10,25
6:128776823-128776823,0,3,10,25
3:43489177-43489177,0,4,10,24
8:93045496-93045496,0,4,10,24
3:193497573-193497573,0,3,10,25
5:178624204-178624204,0,3,10,25
11:97601138-97601138,0,3,10,25
7:35554249-35554249,0,4,10,24
2:129022834-129022834,0,4,10,24
8:54468525-54468525,0,4,10,24
1:165977758-165977758,0,3,10,25
20:24992828-24992828,0,3,10,25
8:114421800-114421800,0,4,10,24
17:15260526-15260526,0,4,10,24
20:39291991-39291991,0,3,10,25
8:4490670-4490670,0,4,10,24
9:84930897-84930897,0,3,10,25
2:87918717-87918717,3,0,7,28
6:169559061-169559061,0,3,10,25
8:27250211-27250211,0,3,10,25
3:83845028-83845028,0,4,10,24
21:26072531-26072531,0,3,10,25
2:43208499-43208499,0,3,10,25
4:127870912-127870912,0,3,10,25
X:74911481-74911481,0,6,10,22
6:101592717-101592717,0,3,10,25
10:43658332-43658332,0,3,10,25
1:73300975-73300975,0,4,10,24
15:36187421-36187421,0,3,10,25
2:2490097-2490097,0,4,10,24
1:103034021-103034021,0,3,10,25
1:197422167-197422167,0,4,10,24
1:76843462-76843462,0,4,10,24
7:144321318-144321318,0,4,10,24
2:163177335-163177335,0,4,10,24
2:54414841-54414841,0,4,10,24
16:72808647-72808647,0,4,10,24
10:99622464-99622464,0,3,10,25
20:7538043-7538043,0,3,10,25
18:28288869-28288869,0,3,10,25
10:35151942-35151942,0,3,10,25
1:228226208-228226208,0,3,10,25
19:14742009-14742009,0,4,10,24
7:100780737-100780737,0,3,10,25
11:34207656-34207656,0,3,10,25
11:67108123-67108123,2,1,8,27
4:163852914-163852914,0,3,10,25
5:138064659-138064659,0,4,10,24
1:158492359-158492359,0,3,10,25
7:112074077-112074077,0,3,10,25
6:77211911-77211911,0,3,10,25
7:69738324-69738324,1,2,9,26
7:144988175-144988175,0,3,10,25
7:41526932-41526932,0,3,10,25
5:50850595-50850595,0,3,10,25
2:211147816-211147816,0,4,10,24
18:64057406-64057406,0,3,10,25
2:64914163-64914163,0,3,10,25
8:12487985-12487985,3,0,7,28
18:31047110-31047110,0,3,10,25
21:16522721-16522721,0,3,10,25
6:129709985-129709985,0,3,10,25
2:203983405-203983405,0,4,10,24
4:144068481-144068481,0,3,10,25
10:2129061-2129061,0,3,10,25
13:74261043-74261043,0,4,10,24
11:88608867-88608867,0,3,10,25
12:107770389-107770389,0,3,10,25
16:77104886-77104886,0,3,10,25
17:77808411-77808411,0,3,10,25
19:10443170-10443170,0,3,10,25
1:191633636-191633636,0,4,10,24
7:46608601-46608601,0,3,10,25
5:110707321-110707321,0,4,10,24
18:1428983-1428983,0,3,10,25
8:65887746-65887746,0,3,10,25
17:65957661-65957661,2,3,8,25
13:46613733-46613733,0,3,10,25
16:56641308-56641308,0,4,10,24
21:24111953-24111953,0,3,10,25
11:40789515-40789515,0,3,10,25
11:88350130-88350130,0,4,10,24
18:21484017-21484017,0,3,10,25
11:119253534-119253534,0,3,10,25
1:97918166-97918166,0,4,10,24
14:59854299-59854299,0,4,10,24
13:53467167-53467167,0,3,10,25
8:72844299-72844299,0,4,10,24
7:76488680-76488680,1,2,9,26
1:166257824-166257824,0,4,10,24
5:140329769-140329769,0,3,10,25
6:144939523-144939523,0,3,10,25
7:7928735-7928735,0,3,10,25
6:28960018-28960018,0,4,10,24
1:66644380-66644380,0,3,10,25
1:24984508-24984508,0,3,10,25
12:119902793-119902793,0,4,10,24
2:225090572-225090572,2,1,8,27
13:56063191-56063191,0,3,10,25
17:18073860-18073860,0,4,10,24
5:42826701-42826701,0,4,10,24
9:101491426-101491426,0,3,10,25
11:109724838-109724838,0,4,10,24
8:80532732-80532732,0,3,10,25
2:193747967-193747967,0,3,10,25
1:112603704-112603704,0,3,10,25
8:35075698-35075698,0,3,10,25
4:33608581-33608581,0,3,10,25
18:14519670-14519670,0,3,10,25
8:16083944-16083944,0,3,10,25
11:21250549-21250549,0,4,10,24
16:26433515-26433515,0,3,10,25
5:165152318-165152318,0,3,10,25
18:62018164-62018164,0,3,10,25
1:102252943-102252943,0,3,10,25
2:1285663-1285663,0,4,10,24
3:85203297-85203297,0,3,10,25
2:81046783-81046783,0,3,10,25
4:167267500-167267500,0,3,10,25
8:114259661-114259661,0,3,10,25
2:143551619-143551619,0,3,10,25
2:230184953-230184953,0,3,10,25
2:186211660-186211660,0,4,10,24
2:38898356-38898356,0,3,10,25
10:72819427-72819427,0,3,10,25
16:60228583-60228583,0,3,10,25
12:4694894-4694894,0,3,10,25
10:55048355-55048355,0,3,10,25
9:93205127-93205127,0,4,10,24
7:56430493-56430493,2,1,8,27
1:101076460-101076460,0,3,10,25
2:66721500-66721500,0,3,10,25
20:53044108-53044108,0,4,10,24
7:56489995-56489995,0,4,10,24
5:91738127-91738127,0,4,10,24
9:91752994-91752994,0,4,10,24
2:14775231-14775231,0,4,10,24
1:93062602-93062602,0,3,10,25
2:181629185-181629185,0,4,10,24
12:85209473-85209473,0,3,10,25
15:64953849-64953849,0,3,10,25
18:26180264-26180264,0,3,10,25
21:33421511-33421511,0,3,10,25
X:48779816-48779816,0,3,10,25
6:63151909-63151909,0,3,10,25
6:137628186-137628186,0,3,10,25
12:43106808-43106808,0,3,10,25
11:38997604-38997604,0,3,10,25
21:10905991-10905991,1,3,9,25
20:36669658-36669658,0,4,10,24
12:58942146-58942146,0,4,10,24
1:48324152-48324152,0,4,10,24
1:105070196-105070196,0,3,10,25
2:89477475-89477475,0,3,10,25
1:170514669-170514669,0,4,10,24
6:85806023-85806023,0,3,10,25
6:62689901-62689901,0,3,10,25
13:58957887-58957887,0,3,10,25
5:166635653-166635653,0,4,10,24
10:19985226-19985226,0,3,10,25
16:62694951-62694951,0,4,10,24
16:64532410-64532410,0,4,10,24
4:155909303-155909303,0,4,10,24
5:118116461-118116461,0,3,10,25
7:115541920-115541920,0,3,10,25
16:7132314-7132314,0,4,10,24
2:4836452-4836452,0,3,10,25
5:159691152-159691152,0,3,10,25
11:88745727-88745727,0,4,10,24
3:114566982-114566982,0,3,10,25
X:131750490-131750490,0,4,10,24
8:79132268-79132268,0,3,10,25
7:149398550-149398550,0,3,10,25
X:88655470-88655470,0,3,10,25
19:37605710-37605710,1,2,9,26
3:133093411-133093411,3,0,7,28
16:52126449-52126449,0,4,10,24
2:199559313-199559313,0,3,10,25
5:67324418-67324418,0,4,10,24
7:90805756-90805756,1,2,9,26
4:189113953-189113953,0,3,10,25
1:171907876-171907876,0,3,10,25
5:117465661-117465661,0,3,10,25
15:25805408-25805408,0,3,10,25
4:46037690-46037690,0,4,10,24
12:87372578-87372578,0,4,10,24
19:18675359-18675359,0,4,10,24
9:23210298-23210298,0,3,10,25
7:110420127-110420127,0,4,10,24
7:128215691-128215691,3,0,7,28
16:83415559-83415559,0,4,10,24
X:144924683-144924683,0,4,10,24
6:72777166-72777166,0,4,10,24
21:15343239-15343239,0,3,10,25
8:88712451-88712451,0,4,10,24
12:78567649-78567649,3,0,7,28
8:54375003-54375003,0,3,10,25
2:128373101-128373101,1,2,9,26
6:132108633-132108633,0,3,10,25
5:38597813-38597813,0,3,10,25
6:90665934-90665934,0,3,10,25
11:49868498-49868498,1,3,9,25
17:2967377-2967377,0,3,10,25
2:42786368-42786368,0,4,10,24
5:61305011-61305011,0,3,10,25
12:123589126-123589126,1,7,9,21
7:12854760-12854760,0,3,10,25
11:123835114-123835114,0,3,10,25
10:108151-108151,4,0,6,28
8:117447119-117447119,0,4,10,24
16:48501068-48501068,0,3,10,25
2:22774952-22774952,0,3,10,25
10:50044650-50044650,0,3,10,25
18:49881888-49881888,0,3,10,25
1:219773165-219773165,1,3,9,25
X:144392061-144392061,0,4,10,24
4:13080636-13080636,0,4,10,24
6:130744043-130744043,0,3,10,25
2:131178227-131178227,1,4,9,24
7:118445153-118445153,0,4,10,24
6:106445619-106445619,0,3,10,25
3:126604766-126604766,0,3,10,25
14:87589372-87589372,0,4,10,24
22:37835355-37835355,0,3,10,25
2:151030007-151030007,0,4,10,24
17:51010960-51010960,0,4,10,24
18:58153746-58153746,0,3,10,25
17:71198323-71198323,0,3,10,25
1:157517261-157517261,0,4,10,24
16:53565884-53565884,0,4,10,24
2:82944896-82944896,0,4,10,24
3:141532780-141532780,0,3,10,25
11:63084461-63084461,1,2,9,26
12:61520316-61520316,0,4,10,24
6:146572446-146572446,0,4,10,24
X:119666677-119666677,0,3,10,25
11:75315642-75315642,0,3,10,25
6:121880753-121880753,0,3,10,25
X:16049490-16049490,0,4,10,24
16:48502450-48502450,0,3,10,25
7:9671912-9671912,0,3,10,25
21:20621118-20621118,0,3,10,25
8:40765424-40765424,0,4,10,24
5:30313392-30313392,0,4,10,24
8:113641851-113641851,0,4,10,24
6:62113921-62113921,0,4,10,24
6:57128377-57128377,0,4,10,24
5:39172448-39172448,0,3,10,25
21:21074494-21074494,0,3,10,25
21:38414960-38414960,0,3,10,25
2:90029600-90029600,2,1,8,27
15:23931934-23931934,0,4,10,24
12:70494052-70494052,0,3,10,25
7:96812474-96812474,0,4,10,24
5:2103699-2103699,0,4,10,24
22:25663817-25663817,1,3,9,25
18:40234681-40234681,0,3,10,25
17:11020350-11020350,0,3,10,25
10:58669430-58669430,0,3,10,25
7:120436374-120436374,0,4,10,24
3:83369140-83369140,0,4,10,24
12:10598882-10598882,0,3,10,25
X:65419807-65419807,0,3,10,25
15:87987949-87987949,0,4,10,24
12:11434225-11434225,1,3,9,25
14:20506107-20506107,0,3,10,25
1:152288284-152288284,0,3,10,25
11:58607007-58607007,0,3,10,25
2:151428710-151428710,0,4,10,24
4:190947754-190947754,1,2,9,26
2:192516256-192516256,0,4,10,24
13:62562249-62562249,0,3,10,25
14:26959094-26959094,0,4,10,24
10:38746168-38746168,3,0,7,28
8:128248513-128248513,1,2,9,26
3:85988139-85988139,0,3,10,25
3:20657961-20657961,0,4,10,24
8:137566967-137566967,0,3,10,25
12:63945418-63945418,2,1,8,27
2:186565329-186565329,0,4,10,24
6:160961950-160961950,0,3,10,25
14:94005511-94005511,0,3,10,25
19:44969725-44969725,1,6,9,22
4:1922605-1922605,3,0,7,28
1:213859695-213859695,0,4,10,24
2:227413776-227413776,0,4,10,24
14:42807600-42807600,0,4,10,24
1:92880441-92880441,0,4,10,24
3:146566928-146566928,0,4,10,24
5:119303851-119303851,0,3,10,25
4:46816930-46816930,0,3,10,25
5:97031271-97031271,0,3,10,25
1:227286278-227286278,0,3,10,25
4:86709396-86709396,0,4,10,24
6:161139783-161139783,0,3,10,25
11:41459326-41459326,0,3,10,25
7:141785567-141785567,1,2,9,26
14:30891711-30891711,0,4,10,24
4:131203187-131203187,0,3,10,25
9:85384735-85384735,0,3,10,25
3:62966977-62966977,0,4,10,24
2:235863545-235863545,0,4,10,24
5:166062189-166062189,0,3,10,25
7:14918983-14918983,0,4,10,24
1:29853103-29853103,0,3,10,25
6:5286945-5286945,0,3,10,25
3:83260046-83260046,0,3,10,25
10:132191400-132191400,0,3,10,25
8:67553010-67553010,0,3,10,25
15:72996570-72996570,0,3,10,25
9:140246575-140246575,0,3,10,25
3:163741201-163741201,0,4,10,24
17:17736714-17736714,0,4,10,24
8:84867362-84867362,0,3,10,25
4:7453052-7453052,0,3,10,25
6:126617635-126617635,0,4,10,24
13:110529148-110529148,0,3,10,25
2:142555562-142555562,0,3,10,25
4:117360416-117360416,0,3,10,25
3:85634538-85634538,0,4,10,24
3:132662756-132662756,0,3,10,25
2:61326457-61326457,0,4,10,24
3:151578885-151578885,0,4,10,24
X:148170899-148170899,0,3,10,25
4:44293734-44293734,0,3,10,25
18:27904187-27904187,0,3,10,25
13:62224160-62224160,0,4,10,24
5:100346382-100346382,0,3,10,25
7:155419484-155419484,0,3,10,25
5:4105011-4105011,0,3,10,25
11:46968113-46968113,0,3,10,25
4:90547390-90547390,0,4,10,24
5:152545368-152545368,0,3,10,25
6:39836555-39836555,0,3,10,25
20:15064027-15064027,0,3,10,25
19:31128335-31128335,0,4,10,24
X:151602358-151602358,0,3,10,25
12:130056007-130056007,0,3,10,25
4:123573592-123573592,0,3,10,25
7:75451056-75451056,0,3,10,25
1:84386135-84386135,0,3,10,25
X:34371448-34371448,0,3,10,25
X:51332205-51332205,0,3,10,25
10:51102518-51102518,3,0,7,28
11:97174209-97174209,0,3,10,25
11:66983775-66983775,0,4,10,24
15:59365780-59365780,0,4,10,24
2:453999-453999,0,4,10,24
11:103048150-103048150,0,4,10,24
7:72882080-72882080,0,4,10,24
1:203384205-203384205,0,3,10,25
1:227632082-227632082,0,3,10,25
16:31835674-31835674,0,3,10,25
7:45973185-45973185,0,3,10,25
5:120794426-120794426,0,3,10,25
3:191573790-191573790,0,4,10,24
5:78100722-78100722,0,3,10,25
1:841682-841682,0,4,10,24
5:23682031-23682031,0,4,10,24
9:87383405-87383405,0,3,10,25
9:113399392-113399392,0,3,10,25
6:57000850-57000850,0,3,10,25
10:101151223-101151223,0,3,10,25
17:2395239-2395239,0,4,10,24
5:70719386-70719386,1,3,9,25
6:156477683-156477683,0,4,10,24
11:67655508-67655508,0,3,10,25
4:127098298-127098298,0,3,10,25
19:32413761-32413761,0,4,10,24
16:8886093-8886093,0,4,10,24
6:115791293-115791293,0,3,10,25
16:6359343-6359343,0,4,10,24
1:9043797-9043797,0,3,10,25
13:25004221-25004221,0,3,10,25
5:2830559-2830559,0,3,10,25
7:84023226-84023226,0,3,10,25
6:46250749-46250749,0,4,10,24
16:56065972-56065972,0,4,10,24
10:96815314-96815314,0,3,10,25
6:85336748-85336748,0,3,10,25
8:49604422-49604422,0,3,10,25
5:147706674-147706674,0,3,10,25
2:179201876-179201876,0,3,10,25
14:103502683-103502683,1,2,9,26
5:88070789-88070789,0,4,10,24
2:34541486-34541486,0,4,10,24
3:76375502-76375502,0,3,10,25
8:144186242-144186242,0,3,10,25
17:4185088-4185088,0,4,10,24
3:31818231-31818231,0,3,10,25
1:233758936-233758936,0,3,10,25
2:28763649-28763649,0,4,10,24
12:94129017-94129017,0,4,10,24
11:58589193-58589193,0,4,10,24
6:119502292-119502292,0,3,10,25
X:78968301-78968301,0,3,10,25
9:78092837-78092837,0,3,10,25
11:24994147-24994147,0,3,10,25
14:27668638-27668638,0,3,10,25
18:65832027-65832027,0,4,10,24
4:2887499-2887499,2,1,8,27
22:17753611-17753611,0,3,10,25
20:54048424-54048424,0,4,10,24
8:31228060-31228060,0,4,10,24
6:88996914-88996914,0,3,10,25
18:73944395-73944395,0,4,10,24
2:47280919-47280919,0,3,10,25
17:14631150-14631150,0,3,10,25
14:33775463-33775463,0,3,10,25
1:247223488-247223488,0,4,10,24
2:213793482-213793482,0,3,10,25
8:112375990-112375990,0,4,10,24
7:62578793-62578793,0,3,10,25
1:83632063-83632063,0,3,10,25
10:129582989-129582989,0,4,10,24
10:75668390-75668390,1,3,9,25
18:18531790-18531790,0,3,10,25
2:57768970-57768970,0,3,10,25
8:12017682-12017682,2,1,8,27
3:96225896-96225896,0,4,10,24
10:10003573-10003573,0,4,10,24
X:127334856-127334856,0,3,10,25
2:21938872-21938872,0,3,10,25
1:171279699-171279699,0,3,10,25
4:62742223-62742223,0,3,10,25
5:62634220-62634220,0,3,10,25
12:74121814-74121814,0,3,10,25
5:175555001-175555001,4,0,6,28
2:167829547-167829547,0,3,10,25
7:36242625-36242625,0,3,10,25
7:85718269-85718269,0,3,10,25
4:98883015-98883015,0,4,10,24
8:48042120-48042120,0,3,10,25
7:29318259-29318259,0,4,10,24
6:168349204-168349204,0,4,10,24
1:243873757-243873757,0,3,10,25
21:29347659-29347659,0,3,10,25
17:11270225-11270225,0,3,10,25
11:60127519-60127519,0,3,10,25
9:16131186-16131186,0,4,10,24
7:120086171-120086171,0,3,10,25
3:98633389-98633389,0,4,10,24
2:213528884-213528884,0,3,10,25
16:84743389-84743389,0,3,10,25
7:121355431-121355431,0,4,10,24
2:183461898-183461898,0,3,10,25
18:64370189-64370189,0,4,10,24
13:31646493-31646493,0,4,10,24
2:5386165-5386165,0,3,10,25
8:31323057-31323057,0,3,10,25
10:31129229-31129229,0,3,10,25
X:97483448-97483448,0,3,10,25
12:74583948-74583948,0,3,10,25
20:6503168-6503168,0,3,10,25
12:41573839-41573839,0,3,10,25
7:141412664-141412664,0,3,10,25
5:87726069-87726069,0,4,10,24
11:18463836-18463836,0,3,10,25
12:2600129-2600129,0,3,10,25
5:45227181-45227181,0,3,10,25
15:66102476-66102476,2,1,8,27
7:83635022-83635022,0,4,10,24
4:39748478-39748478,0,4,10,24
13:45197800-45197800,0,4,10,24
11:128604744-128604744,0,4,10,24
3:153705872-153705872,0,3,10,25
12:23178323-23178323,0,3,10,25
1:163623368-163623368,0,3,10,25
7:155778951-155778951,0,3,10,25
9:40289455-40289455,0,5,10,23
7:108772023-108772023,0,3,10,25
5:41218549-41218549,0,3,10,25
7:34593090-34593090,0,3,10,25
1:197350655-197350655,0,4,10,24
7:57125327-57125327,3,0,7,28
12:74314383-74314383,0,4,10,24
8:121321969-121321969,0,4,10,24
7:70296243-70296243,0,4,10,24
13:68159979-68159979,0,4,10,24
5:110934781-110934781,0,4,10,24
6:48879176-48879176,0,4,10,24
12:7015713-7015713,0,4,10,24
2:209019560-209019560,0,3,10,25
X:86945406-86945406,0,3,10,25
16:61843629-61843629,0,4,10,24
11:48481347-48481347,3,2,7,26
8:29424697-29424697,0,3,10,25
4:38364091-38364091,0,4,10,24
1:6871241-6871241,0,3,10,25
8:57066062-57066062,0,3,10,25
16:35095428-35095428,0,3,10,25
5:35842800-35842800,0,3,10,25
1:206169051-206169051,3,0,7,28
11:62436596-62436596,2,2,8,26
10:89149838-89149838,0,4,10,24
4:153221210-153221210,0,3,10,25
2:90034465-90034465,0,4,10,24
3:135899744-135899744,0,3,10,25
12:133825959-133825959,1,2,9,26
13:43139814-43139814,0,4,10,24
12:20304264-20304264,0,3,10,25
12:17875114-17875114,0,3,10,25
12:125000999-125000999,0,3,10,25
9:1229349-1229349,1,3,9,25
4:26548279-26548279,0,4,10,24
14:39009133-39009133,0,3,10,25
1:143999426-143999426,0,3,10,25
8:99155549-99155549,0,4,10,24
1:146533910-146533910,0,4,10,24
1:49569172-49569172,0,3,10,25
2:4184912-4184912,0,3,10,25
22:30572854-30572854,0,3,10,25
8:137658835-137658835,0,3,10,25
6:148694845-148694845,0,3,10,25
18:14909044-14909044,0,4,10,24
5:165674985-165674985,0,3,10,25
2:124845531-124845531,0,4,10,24
8:50719296-50719296,0,3,10,25
12:41785910-41785910,0,3,10,25
3:170604963-170604963,0,4,10,24
16:79999408-79999408,0,3,10,25
10:9113387-9113387,0,3,10,25
15:50753841-50753841,0,4,10,24
6:92295684-92295684,0,3,10,25
9:106553246-106553246,0,3,10,25
6:28130376-28130376,0,4,10,24
3:114203543-114203543,0,3,10,25
8:132667927-132667927,0,3,10,25
5:175213458-175213458,0,3,10,25
7:101575408-101575408,0,3,10,25
2:167987992-167987992,0,4,10,24
7:45359987-45359987,0,3,10,25
12:17131965-17131965,0,3,10,25
22:42500550-42500550,0,3,10,25
9:23153674-23153674,0,3,10,25
19:15884406-15884406,0,3,10,25
12:99581770-99581770,2,1,8,27
11:99630574-99630574,0,3,10,25
10:22396375-22396375,0,3,10,25
2:113303175-113303175,0,3,10,25
6:63118532-63118532,0,3,10,25
1:189046511-189046511,0,4,10,24
14:92779371-92779371,0,3,10,25
8:142065003-142065003,0,3,10,25
3:182887396-182887396,0,4,10,24
18:74620662-74620662,0,3,10,25
1:228245247-228245247,0,3,10,25
5:97477411-97477411,0,3,10,25
2:120121394-120121394,0,3,10,25
4:164510044-164510044,0,4,10,24
2:221925978-221925978,0,3,10,25
2:104414269-104414269,0,4,10,24
10:52695471-52695471,0,4,10,24
1:41519177-41519177,0,3,10,25
21:23995855-23995855,0,3,10,25
9:29247236-29247236,0,4,10,24
5:143901374-143901374,0,4,10,24
X:86945421-86945421,0,4,10,24
10:31143079-31143079,0,4,10,24
1:191570396-191570396,0,3,10,25
3:84684288-84684288,0,4,10,24
5:50816165-50816165,0,3,10,25
3:126560131-126560131,3,4,7,24
10:53073220-53073220,0,3,10,25
8:140627727-140627727,0,3,10,25
4:93390084-93390084,0,3,10,25
6:40240850-40240850,0,3,10,25
4:69619821-69619821,0,3,10,25
6:29988878-29988878,0,3,10,25
21:42005515-42005515,0,3,10,25
6:146434589-146434589,0,3,10,25
19:57471944-57471944,1,6,9,22
10:132935451-132935451,0,3,10,25
8:114916368-114916368,2,1,8,27
4:40409783-40409783,0,3,10,25
3:145368079-145368079,0,4,10,24
7:130941187-130941187,0,4,10,24
4:188349508-188349508,0,3,10,25
X:137342852-137342852,0,6,10,22
X:97086592-97086592,0,3,10,25
13:69238412-69238412,0,3,10,25
10:2582233-2582233,0,4,10,24
14:44668932-44668932,0,3,10,25
4:34432034-34432034,2,1,8,27
2:41639719-41639719,0,4,10,24
4:89066051-89066051,0,3,10,25
9:117669830-117669830,0,3,10,25
17:39487209-39487209,0,4,10,24
12:53868344-53868344,0,3,10,25
17:12839564-12839564,3,0,7,28
2:4843394-4843394,0,3,10,25
13:56642743-56642743,0,3,10,25
10:128464592-128464592,0,4,10,24
5:155413666-155413666,0,4,10,24
7:27048205-27048205,0,4,10,24
8:137855372-137855372,0,3,10,25
6:37203478-37203478,0,3,10,25
2:99917694-99917694,0,3,10,25
2:21019957-21019957,2,1,8,27
15:45050182-45050182,0,4,10,24
5:116784168-116784168,0,4,10,24
12:116395132-116395132,0,4,10,24
X:1232319-1232319,0,3,10,25
13:48628803-48628803,0,4,10,24
5:10077711-10077711,0,3,10,25
6:61965715-61965715,0,4,10,24
X:141373666-141373666,0,3,10,25
5:100361117-100361117,0,3,10,25
14:63659675-63659675,0,3,10,25
8:127087020-127087020,0,3,10,25
19:8871134-8871134,0,4,10,24
7:52110313-52110313,0,3,10,25
8:138288806-138288806,0,4,10,24
6:3344870-3344870,0,3,10,25
3:173905157-173905157,0,3,10,25
17:20462386-20462386,1,6,9,22
7:113158244-113158244,0,3,10,25
2:168697408-168697408,0,4,10,24
5:2806541-2806541,0,3,10,25
9:31629116-31629116,0,3,10,25
14:90513325-90513325,0,4,10,24
1:152113118-152113118,0,3,10,25
8:3421841-3421841,0,4,10,24
13:42642333-42642333,0,4,10,24
20:57493170-57493170,0,4,10,24
3:102650318-102650318,0,3,10,25
14:22112293-22112293,0,3,10,25
12:68343394-68343394,0,4,10,24
17:11007004-11007004,0,4,10,24
12:93771818-93771818,0,4,10,24
8:70686390-70686390,0,4,10,24
4:98539354-98539354,0,4,10,24
7:23291713-23291713,0,3,10,25
2:133969094-133969094,0,4,10,24
7:12187239-12187239,0,4,10,24
5:168156592-168156592,0,3,10,25
7:11789330-11789330,0,3,10,25
15:79186363-79186363,0,3,10,25
2:204962385-204962385,0,4,10,24
5:164746197-164746197,0,3,10,25
X:98910455-98910455,0,3,10,25
1:4254682-4254682,0,4,10,24
3:104218361-104218361,0,3,10,25
4:132946910-132946910,0,3,10,25
18:8298225-8298225,0,4,10,24
11:51276132-51276132,0,6,10,22
2:4698803-4698803,0,3,10,25
10:100986504-100986504,0,3,10,25
2:90109896-90109896,0,4,10,24
8:85309814-85309814,0,4,10,24
4:183602168-183602168,0,3,10,25
8:38460357-38460357,0,4,10,24
11:58810662-58810662,0,3,10,25
11:98454179-98454179,0,4,10,24
2:31858767-31858767,0,3,10,25
7:89739557-89739557,1,2,9,26
2:154797328-154797328,0,4,10,24
1:183138415-183138415,0,3,10,25
19:8924648-8924648,0,4,10,24
3:172725645-172725645,0,4,10,24
11:100181522-100181522,0,3,10,25
3:55299748-55299748,0,3,10,25
7:84868382-84868382,0,3,10,25
5:43270525-43270525,0,4,10,24
10:50474194-50474194,0,4,10,24
9:21236277-21236277,0,3,10,25
2:197776758-197776758,0,3,10,25
21:40355133-40355133,0,4,10,24
11:33015143-33015143,0,4,10,24
18:50850301-50850301,0,3,10,25
X:143678705-143678705,0,4,10,24
7:121901198-121901198,0,4,10,24
5:129294919-129294919,0,3,10,25
3:55336437-55336437,0,4,10,24
9:9119940-9119940,0,3,10,25
2:20219530-20219530,0,3,10,25
12:56111547-56111547,0,4,10,24
3:34488351-34488351,0,3,10,25
16:69856190-69856190,0,4,10,24
6:156491932-156491932,0,4,10,24
9:24412383-24412383,0,3,10,25
7:32080236-32080236,0,3,10,25
5:7315793-7315793,0,4,10,24
8:58358098-58358098,0,4,10,24
11:11483373-11483373,0,3,10,25
X:10325133-10325133,0,4,10,24
15:90067354-90067354,0,3,10,25
4:46209720-46209720,0,3,10,25
6:155429183-155429183,0,4,10,24
1:114821365-114821365,0,3,10,25
X:138384302-138384302,0,3,10,25
5:22988557-22988557,0,3,10,25
3:24261414-24261414,0,3,10,25
8:9603261-9603261,0,4,10,24
X:74392115-74392115,0,3,10,25
19:43422190-43422190,0,3,10,25
17:3122582-3122582,3,0,7,28
1:182975199-182975199,0,3,10,25
7:67616463-67616463,0,3,10,25
16:67227485-67227485,0,4,10,24
6:55117772-55117772,0,3,10,25
12:61036200-61036200,0,4,10,24
2:119748145-119748145,3,0,7,28
3:46310907-46310907,0,4,10,24
2:193401815-193401815,0,3,10,25
15:46324875-46324875,0,4,10,24
1:117870831-117870831,0,3,10,25
2:80955521-80955521,0,4,10,24
1:166763121-166763121,0,4,10,24
8:35902692-35902692,0,3,10,25
19:35365428-35365428,0,3,10,25
11:29367013-29367013,0,3,10,25
12:23284446-23284446,0,3,10,25
9:12213004-12213004,0,3,10,25
12:18786704-18786704,0,4,10,24
15:45890307-45890307,1,3,9,25
11:107002599-107002599,0,4,10,24
3:83601297-83601297,0,3,10,25
15:44302054-44302054,0,4,10,24
5:104393326-104393326,0,4,10,24
12:18300560-18300560,0,4,10,24
1:14423889-14423889,0,4,10,24
6:76923810-76923810,0,4,10,24
3:146129320-146129320,0,3,10,25
5:58074604-58074604,0,3,10,25
4:172875247-172875247,0,3,10,25
9:6299245-6299245,0,4,10,24
5:6995387-6995387,0,4,10,24
13:90798869-90798869,0,4,10,24
3:89921106-89921106,0,4,10,24
2:62390691-62390691,0,3,10,25
18:44403509-44403509,0,3,10,25
X:150951566-150951566,0,3,10,25
2:2192180-2192180,0,3,10,25
2:117087615-117087615,0,3,10,25
1:97486984-97486984,0,4,10,24
11:58391963-58391963,0,4,10,24
15:72942018-72942018,4,0,6,28
2:2777257-2777257,0,3,10,25
8:139918709-139918709,0,3,10,25
17:7577538-7577538,4,0,6,28
11:38656929-38656929,0,3,10,25
7:14123169-14123169,0,3,10,25
1:196616991-196616991,0,4,10,24
3:35237714-35237714,0,3,10,25
12:101631608-101631608,0,3,10,25
1:106975964-106975964,0,3,10,25
4:123713346-123713346,0,3,10,25
11:132667155-132667155,0,3,10,25
12:73627085-73627085,0,4,10,24
8:5581047-5581047,0,3,10,25
4:163096968-163096968,0,3,10,25
X:142805964-142805964,0,4,10,24
1:218103228-218103228,0,3,10,25
6:20981033-20981033,0,3,10,25
3:60823545-60823545,0,3,10,25
6:11706363-11706363,0,3,10,25
2:222792638-222792638,0,4,10,24
3:85424785-85424785,0,3,10,25
10:116937937-116937937,0,4,10,24
6:62674001-62674001,0,4,10,24
8:39257063-39257063,1,2,9,26
12:73697678-73697678,0,3,10,25
14:39826243-39826243,0,3,10,25
2:149486239-149486239,0,3,10,25
